Gene Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
YBR218C,1206.090,0.678,0.184,3.691,0.000223196,0.001089531
YOR355W,744.628,0.679,0.195,3.481,0.000499323,0.00218273
YOR085W,408.357,0.680,0.228,2.987,0.002818364,0.009669567
YKL006W,4941.034,0.682,0.222,3.071,0.002136467,0.007603473
YGR229C,701.670,0.682,0.196,3.472,0.000516853,0.00224816
YPR110C,1270.299,0.684,0.190,3.594,0.000325322,0.001519844
YFL023W,149.032,0.684,0.298,2.295,0.021758211,0.05450076
YPR097W,302.725,0.685,0.231,2.971,0.002963527,0.010116546
YNL199C,246.067,0.687,0.244,2.811,0.004934203,0.015518911
YLR371W,229.187,0.687,0.249,2.754,0.005892953,0.018013422
YNL178W,15634.229,0.688,0.193,3.563,0.000365955,0.001679379
YHR010W,3682.916,0.690,0.231,2.989,0.002799226,0.00961604
YGL157W,618.948,0.690,0.206,3.351,0.000804747,0.003290387
YLR336C,473.285,0.690,0.234,2.945,0.003224832,0.010851879
YBR121C,2842.995,0.691,0.173,4.004,6.23E-05,0.00035472
YLR048W,8954.317,0.691,0.177,3.900,9.63E-05,0.000514212
YCL063W,251.404,0.692,0.242,2.859,0.004252596,0.013732553
YLR075W,19152.030,0.693,0.195,3.549,0.000387236,0.001763644
YNL307C,582.279,0.693,0.243,2.848,0.004393579,0.014054285
YOR260W,1068.493,0.693,0.220,3.152,0.001621804,0.00598329
YLR172C,1036.765,0.694,0.187,3.715,0.000203348,0.001002543
YDR028C,515.550,0.698,0.213,3.276,0.001051282,0.004100807
YDR081C,370.942,0.699,0.223,3.126,0.001772552,0.006477916
YKL181W,2708.098,0.699,0.172,4.055,5.01E-05,0.000293677
YLR398C,381.880,0.700,0.237,2.954,0.003135698,0.01059126
YPL141C,189.193,0.702,0.294,2.385,0.017098302,0.044382131
YJR143C,1480.418,0.702,0.200,3.510,0.000447278,0.001993688
YDR470C,305.324,0.702,0.232,3.034,0.002410516,0.008429831
YMR203W,1006.287,0.703,0.188,3.747,0.000179173,0.000892254
YJL008C,1312.973,0.704,0.187,3.758,0.000170993,0.000856224
YGL172W,493.364,0.705,0.256,2.755,0.005862055,0.017949243
YER105C,806.952,0.706,0.201,3.509,0.000449834,0.002001798
YGR094W,2509.155,0.706,0.179,3.943,8.05E-05,0.000441764
YIR038C,364.768,0.707,0.230,3.078,0.002084418,0.00746219
YDL208W,545.745,0.709,0.260,2.721,0.0065007,0.019705022
YNL165W,224.031,0.709,0.250,2.835,0.004587233,0.014570897
YPL081W,5257.572,0.711,0.193,3.684,0.000229514,0.001113378
YGL122C,571.898,0.711,0.211,3.376,0.000735814,0.00304854
YER164W,341.951,0.711,0.256,2.775,0.005522395,0.017062944
YKL099C,227.067,0.712,0.253,2.809,0.004965874,0.015600475
YER056C-A,1881.909,0.712,0.206,3.454,0.000551332,0.002381368
YNL172W,217.731,0.713,0.255,2.799,0.005124619,0.016025117
YJL167W,1670.592,0.713,0.178,4.001,6.31E-05,0.000357746
YPL125W,541.255,0.713,0.225,3.173,0.001507255,0.005629433
YPL207W,571.930,0.714,0.220,3.253,0.001141882,0.004410195
YKL112W,352.633,0.714,0.230,3.107,0.001892634,0.006853487
YDL167C,364.614,0.715,0.254,2.816,0.004866776,0.015333445
YKL106W,458.044,0.716,0.211,3.387,0.000705687,0.002945146
YDL103C,561.629,0.716,0.205,3.489,0.000484209,0.002118366
YGR072W,188.086,0.716,0.345,2.077,0.037811399,0.086032799
YBR004C,354.710,0.717,0.235,3.055,0.002252591,0.007949118
YJL190C,4860.525,0.717,0.183,3.915,9.06E-05,0.000488088
YDR301W,254.633,0.718,0.245,2.937,0.003314584,0.011078492
YDR156W,212.376,0.719,0.260,2.768,0.005644872,0.017391464
YPL193W,175.322,0.720,0.276,2.608,0.009094887,0.026223751
YIL142W,1497.729,0.721,0.186,3.868,0.000109933,0.00057928
YHL016C,241.484,0.721,0.255,2.830,0.004654821,0.014751116
YOL022C,400.309,0.722,0.235,3.074,0.002111407,0.007524554
YKL056C,7810.086,0.722,0.182,3.962,7.43E-05,0.000413252
YNL219C,604.302,0.722,0.210,3.437,0.000587293,0.00252068
YGL203C,352.636,0.723,0.224,3.221,0.00127618,0.004867478
YAL027W,149.110,0.724,0.336,2.158,0.030906031,0.072813659
YNL186W,988.219,0.724,0.196,3.697,0.000218137,0.001067715
YGR283C,415.944,0.726,0.219,3.314,0.000919808,0.003675175
YOR211C,316.200,0.727,0.230,3.169,0.001531653,0.00570098
YOR091W,721.762,0.728,0.214,3.402,0.000668157,0.002807911
YMR146C,2004.902,0.728,0.185,3.938,8.23E-05,0.000447616
YML025C,357.773,0.729,0.229,3.178,0.001482544,0.005548572
YDL202W,204.922,0.729,0.269,2.712,0.006678694,0.020132339
YKL004W,656.272,0.730,0.199,3.677,0.000236305,0.001145298
YBL072C,12139.849,0.731,0.208,3.508,0.000452238,0.002010852
YJR076C,567.974,0.731,0.204,3.582,0.000341486,0.001584474
YOR234C,1380.063,0.731,0.235,3.116,0.001832764,0.006662148
YOR101W,409.113,0.732,0.215,3.398,0.000679977,0.002850975
YAL029C,472.219,0.733,0.209,3.506,0.000455618,0.002020924
YJR089W,161.655,0.736,0.282,2.607,0.009120649,0.026284095
YOL056W,186.349,0.739,0.274,2.693,0.007082974,0.02120992
YPL090C,13191.979,0.739,0.201,3.687,0.000227029,0.001102814
YBL017C,582.663,0.739,0.230,3.209,0.001333035,0.005030566
YDR165W,1104.737,0.740,0.193,3.837,0.000124423,0.000644391
YDR172W,1728.897,0.740,0.196,3.772,0.00016205,0.000813693
YJL166W,147.614,0.741,0.294,2.520,0.011742529,0.032397704
YBL067C,282.830,0.741,0.250,2.970,0.002982613,0.010162564
YLR344W,1748.540,0.741,0.189,3.925,8.66E-05,0.000468525
YMR316W,437.279,0.742,0.249,2.982,0.002865479,0.009815901
YBR111W-A,87.909,0.742,0.351,2.116,0.034383923,0.079667564
YOR160W,432.589,0.742,0.214,3.471,0.000518761,0.002253211
YDR144C,735.684,0.743,0.231,3.221,0.001279078,0.004867478
YBR125C,286.425,0.743,0.293,2.534,0.011267128,0.031469257
YER025W,1825.331,0.743,0.192,3.860,0.000113489,0.000596283
YNL302C,4821.463,0.743,0.201,3.703,0.00021288,0.001045747
YKR056W,741.509,0.743,0.225,3.305,0.000948929,0.003769376
YPR080W,49377.965,0.744,0.183,4.060,4.91E-05,0.000288408
YNL062C,628.573,0.744,0.213,3.495,0.000473524,0.002083352
YDR110W,272.156,0.744,0.257,2.900,0.00373079,0.012236452
YNL301C,1691.348,0.745,0.180,4.137,3.53E-05,0.000214435
YPR093C,146.017,0.745,0.316,2.362,0.018195003,0.046848688
YHR065C,691.462,0.746,0.218,3.425,0.00061565,0.002629935
YIL052C,2495.042,0.746,0.186,4.000,6.32E-05,0.000357746
YBR150C,86.661,0.746,0.344,2.171,0.029903945,0.070919168
YNR051C,406.565,0.747,0.237,3.156,0.00159921,0.005911966
YLR138W,367.761,0.748,0.262,2.851,0.004358212,0.013982275
YBR065C,96.898,0.748,0.330,2.267,0.023383134,0.057667793
YBL051C,281.323,0.749,0.237,3.158,0.001590162,0.005886521
YNR012W,354.727,0.750,0.237,3.170,0.001524692,0.005682847
YBL087C,2244.766,0.751,0.222,3.380,0.000725778,0.003019726
YPL177C,747.664,0.751,0.233,3.227,0.001250947,0.0047805
YKL028W,283.946,0.751,0.286,2.627,0.008617097,0.025125882
YPR181C,1115.049,0.752,0.191,3.949,7.85E-05,0.000431637
YLR209C,339.437,0.753,0.228,3.304,0.00095239,0.003780361
YHR023W,229.086,0.753,0.352,2.138,0.032523971,0.076103853
YGL092W,659.619,0.753,0.210,3.580,0.000344247,0.001591851
YNR038W,512.025,0.753,0.232,3.250,0.001154694,0.004456512
YNL142W,121.809,0.755,0.306,2.470,0.013498524,0.036429267
YEL054C,4650.277,0.757,0.189,4.007,6.15E-05,0.00035165
YBR173C,387.200,0.758,0.225,3.375,0.000738738,0.003057275
YMR164C,129.311,0.758,0.308,2.458,0.013982417,0.037604541
YGR001C,412.487,0.759,0.231,3.290,0.00100069,0.003926228
YNL124W,274.957,0.759,0.249,3.044,0.00233228,0.008187822
YDR326C,330.865,0.760,0.248,3.069,0.002146096,0.007627757
YDL205C,289.650,0.762,0.240,3.168,0.001537226,0.005717809
YOR371C,154.321,0.763,0.281,2.714,0.006644996,0.020064125
YJL129C,341.671,0.764,0.254,3.003,0.00267403,0.009238486
YKL057C,871.761,0.764,0.201,3.795,0.000147358,0.000750311
YMR243C,2991.603,0.764,0.176,4.341,1.42E-05,9.45E-05
YHR193C,2883.332,0.764,0.214,3.569,0.000358777,0.001654816
YLR243W,374.038,0.765,0.220,3.475,0.000510751,0.002229106
YPL106C,3221.087,0.765,0.172,4.451,8.54E-06,6.00E-05
YOL127W,8228.789,0.766,0.243,3.151,0.001627265,0.005995213
YDR212W,1199.682,0.766,0.187,4.087,4.36E-05,0.000258784
YML027W,268.823,0.767,0.266,2.887,0.003889328,0.012687562
YNL299W,271.672,0.769,0.243,3.165,0.001550105,0.005757837
YHR027C,820.866,0.770,0.194,3.974,7.08E-05,0.000395917
YOR063W,31827.823,0.770,0.198,3.897,9.75E-05,0.000519092
YNL087W,590.698,0.772,0.201,3.832,0.000127209,0.000658193
YNL083W,216.381,0.772,0.255,3.031,0.002435884,0.008491241
YDR226W,1506.042,0.773,0.185,4.168,3.08E-05,0.000189257
YPR024W,539.945,0.773,0.220,3.512,0.000444914,0.001984778
YML018C,498.461,0.774,0.212,3.648,0.000264618,0.001265604
YBR246W,603.143,0.774,0.218,3.553,0.000381049,0.001738375
YDR529C,277.731,0.775,0.251,3.087,0.002018763,0.007253625
YOL040C,6359.269,0.775,0.174,4.441,8.94E-06,6.22E-05
YGL187C,396.597,0.775,0.239,3.250,0.001155726,0.004457332
YDR141C,398.204,0.775,0.222,3.491,0.00048078,0.002108453
YER117W,3162.856,0.775,0.244,3.172,0.001515627,0.005652935
YKR059W,6489.183,0.775,0.169,4.599,4.24E-06,3.20E-05
YJL013C,143.417,0.775,0.320,2.420,0.015535018,0.040969655
YPL085W,349.402,0.778,0.245,3.173,0.001510753,0.005638623
YDR238C,1132.002,0.778,0.193,4.036,5.44E-05,0.000315809
YJR054W,290.912,0.779,0.235,3.318,0.000905349,0.003624829
YNL023C,300.688,0.781,0.236,3.307,0.000941625,0.003743096
YDL150W,386.679,0.783,0.224,3.490,0.000483182,0.002117011
YOR032C,153.572,0.785,0.292,2.689,0.007166196,0.021435519
YHR170W,875.854,0.788,0.195,4.048,5.17E-05,0.000302039
YPL172C,111.797,0.789,0.319,2.468,0.013572754,0.036575141
YDR389W,200.325,0.789,0.268,2.940,0.003285935,0.010996256
YGR027C,5283.122,0.789,0.255,3.099,0.001944413,0.007016404
YGL049C,305.538,0.789,0.233,3.389,0.000701147,0.002928448
YOR335C,1820.853,0.790,0.179,4.426,9.61E-06,6.64E-05
YLR029C,14211.286,0.790,0.223,3.544,0.000394092,0.001790371
YOR369C,12892.635,0.791,0.256,3.091,0.001991559,0.007162764
YML106W,1414.056,0.791,0.184,4.306,1.66E-05,0.000108994
YOR290C,399.220,0.791,0.237,3.340,0.000836518,0.003392234
YPL082C,592.776,0.792,0.222,3.566,0.000362156,0.001667572
YOR198C,1823.459,0.794,0.178,4.459,8.24E-06,5.82E-05
YDR283C,410.762,0.794,0.215,3.687,0.000227133,0.001102814
YFR032C-A,150.350,0.795,0.314,2.531,0.011369425,0.031657415
YDL055C,4770.247,0.795,0.186,4.274,1.92E-05,0.000124833
YDL191W,3339.186,0.797,0.202,3.950,7.81E-05,0.000430188
YMR054W,375.296,0.798,0.230,3.474,0.000513247,0.002238203
YOR224C,706.427,0.798,0.205,3.894,9.84E-05,0.000523118
YCR077C,660.723,0.799,0.206,3.883,0.000103338,0.000546648
YLR383W,114.727,0.800,0.319,2.509,0.012104663,0.033211483
YPR041W,2297.688,0.801,0.176,4.554,5.26E-06,3.91E-05
YDR539W,458.819,0.802,0.220,3.646,0.000266596,0.001272825
YDL235C,277.260,0.803,0.240,3.345,0.000824137,0.003357044
YML060W,148.404,0.803,0.305,2.631,0.008510742,0.024830619
YMR239C,256.888,0.804,0.273,2.944,0.003237943,0.010867509
YMR298W,325.587,0.804,0.239,3.370,0.000751598,0.003105766
YOR296W,242.932,0.804,0.248,3.246,0.00116836,0.004496491
YGL156W,187.248,0.805,0.279,2.892,0.003829134,0.012506204
YHR206W,449.432,0.807,0.246,3.280,0.001039556,0.004061141
YDL149W,142.532,0.807,0.287,2.812,0.004922376,0.015490672
YER168C,538.276,0.808,0.206,3.922,8.78E-05,0.000474866
YGR084C,283.192,0.809,0.239,3.379,0.000728039,0.003026817
YJL191W,2541.451,0.809,0.213,3.804,0.000142445,0.000728023
YPL079W,5567.082,0.811,0.190,4.277,1.90E-05,0.000123737
YOL098C,717.419,0.813,0.199,4.088,4.35E-05,0.000258529
YFL036W,189.575,0.816,0.274,2.983,0.002855737,0.009791613
YHR089C,846.065,0.817,0.207,3.958,7.57E-05,0.000419408
YFL050C,274.954,0.818,0.244,3.358,0.000786025,0.003228403
YGL135W,20343.562,0.819,0.214,3.830,0.000128062,0.000660949
YML026C,4378.611,0.819,0.209,3.921,8.83E-05,0.000477045
YDR471W,1520.075,0.820,0.207,3.957,7.60E-05,0.000420039
YDL060W,810.151,0.820,0.198,4.149,3.35E-05,0.000203964
YLR060W,2567.983,0.820,0.183,4.475,7.64E-06,5.43E-05
YLR419W,284.399,0.820,0.243,3.369,0.000753073,0.003107892
YPL153C,122.049,0.821,0.321,2.557,0.010567738,0.029853174
YOR243C,590.818,0.822,0.213,3.859,0.00011393,0.000598023
YER172C,328.129,0.822,0.256,3.209,0.001331777,0.005029306
YER145C,898.002,0.822,0.267,3.082,0.002054851,0.007370897
YMR002W,637.745,0.823,0.201,4.099,4.15E-05,0.000248474
YOR027W,1277.410,0.824,0.190,4.342,1.41E-05,9.42E-05
YNL164C,250.854,0.824,0.247,3.337,0.000846426,0.003429855
YPL266W,469.276,0.824,0.212,3.880,0.000104612,0.000552848
YDR500C,2393.071,0.824,0.228,3.616,0.000298769,0.001410335
YER123W,337.656,0.826,0.284,2.905,0.003666863,0.012041306
YML102W,489.952,0.826,0.235,3.516,0.000437401,0.001955287
YKR082W,676.739,0.827,0.196,4.207,2.59E-05,0.000163427
YBL028C,121.041,0.828,0.333,2.489,0.012795736,0.03486133
YGL030W,6305.307,0.829,0.219,3.786,0.00015328,0.000776106
YOR151C,861.075,0.830,0.192,4.327,1.51E-05,0.00010004
YMR280C,90.586,0.831,0.340,2.441,0.014649054,0.039128629
YPL212C,939.560,0.831,0.195,4.266,1.99E-05,0.000127638
YOL115W,532.468,0.832,0.207,4.028,5.63E-05,0.000325173
YJL125C,390.970,0.832,0.217,3.830,0.000128106,0.000660949
YKR099W,268.592,0.832,0.258,3.221,0.001278869,0.004867478
YLR058C,3668.400,0.833,0.230,3.614,0.000301355,0.001421307
YLR430W,432.008,0.834,0.301,2.772,0.005577837,0.017214685
YGR024C,467.115,0.835,0.238,3.505,0.000456569,0.002022182
YGL207W,957.837,0.836,0.194,4.308,1.65E-05,0.000108403
YER156C,886.525,0.837,0.196,4.262,2.03E-05,0.000129608
YML049C,409.639,0.837,0.225,3.724,0.000196268,0.000969398
YKR025W,332.309,0.839,0.250,3.356,0.000789736,0.003236311
YDR429C,1118.665,0.839,0.222,3.772,0.000161878,0.00081358
YMR169C,230.941,0.840,0.249,3.368,0.000757087,0.003121334
YNL281W,587.609,0.840,0.215,3.906,9.39E-05,0.000504273
YEL001C,665.499,0.841,0.205,4.091,4.29E-05,0.000255535
YLR289W,89.981,0.841,0.341,2.470,0.013527233,0.036470548
YHR141C,3383.752,0.843,0.260,3.237,0.001207481,0.004633931
YJR045C,2519.873,0.843,0.201,4.186,2.84E-05,0.000176892
YDR449C,729.021,0.844,0.200,4.224,2.40E-05,0.000151802
YDR006C,428.406,0.844,0.217,3.888,0.000101002,0.000536377
YOL109W,670.511,0.845,0.212,3.986,6.71E-05,0.0003768
YDR452W,749.694,0.846,0.232,3.647,0.000264939,0.001266028
YDR514C,238.513,0.846,0.246,3.434,0.000595839,0.002551319
YIL130W,240.497,0.847,0.249,3.401,0.000671231,0.002818653
YML022W,1227.613,0.848,0.199,4.263,2.02E-05,0.000129219
YLR192C,1268.080,0.850,0.185,4.605,4.12E-06,3.12E-05
YOR217W,466.190,0.851,0.212,4.022,5.78E-05,0.000332392
YOR313C,85.602,0.852,0.354,2.407,0.016072264,0.042161965
YFR031C-A,9209.338,0.854,0.211,4.050,5.11E-05,0.00029907
YIR010W,167.877,0.858,0.273,3.148,0.001641925,0.006041127
YGL253W,1653.221,0.859,0.178,4.824,1.41E-06,1.20E-05
YJR070C,1372.211,0.859,0.181,4.751,2.02E-06,1.66E-05
YER006W,1199.164,0.860,0.192,4.478,7.52E-06,5.37E-05
YMR166C,143.101,0.861,0.299,2.875,0.004035476,0.013109271
YLR050C,149.549,0.862,0.290,2.967,0.003009966,0.01023012
YGL241W,415.579,0.864,0.218,3.963,7.39E-05,0.000411109
YOL130W,786.220,0.864,0.222,3.885,0.00010219,0.000542154
YHR148W,177.911,0.866,0.269,3.215,0.001306204,0.004953374
YNL209W,14385.068,0.867,0.165,5.242,1.59E-07,1.63E-06
YGR090W,1054.404,0.868,0.186,4.679,2.89E-06,2.27E-05
YHR155W,300.500,0.870,0.243,3.580,0.000343051,0.001589021
YER165W,4988.008,0.872,0.170,5.133,2.85E-07,2.77E-06
YLR168C,140.298,0.874,0.305,2.863,0.004193308,0.013557199
YHR088W,331.878,0.875,0.235,3.729,0.00019236,0.0009553
YGL094C,269.557,0.877,0.246,3.570,0.000356739,0.001646812
YBR274W,339.206,0.877,0.248,3.533,0.00041071,0.001848873
YCR092C,440.558,0.877,0.213,4.123,3.74E-05,0.000225812
YGL086W,165.775,0.877,0.288,3.040,0.002362761,0.008284137
YMR108W,1637.211,0.877,0.206,4.269,1.97E-05,0.000127179
YHR128W,944.332,0.880,0.196,4.478,7.54E-06,5.38E-05
YKR048C,1615.707,0.883,0.179,4.927,8.36E-07,7.44E-06
YOR158W,253.076,0.884,0.241,3.661,0.000250981,0.001205682
YDR412W,187.011,0.886,0.295,3.004,0.002664935,0.009212917
YDR213W,202.990,0.886,0.268,3.308,0.000938134,0.003737417
YPR144C,892.172,0.888,0.210,4.229,2.35E-05,0.000148896
YHR137W,1953.517,0.888,0.231,3.846,0.000119978,0.000626143
YPL032C,617.335,0.888,0.204,4.346,1.39E-05,9.28E-05
YER033C,185.040,0.889,0.271,3.276,0.001053787,0.004104939
YER081W,1030.187,0.891,0.222,4.019,5.85E-05,0.000336031
YDR270W,137.464,0.893,0.292,3.059,0.002218247,0.00784613
YHR196W,1061.256,0.894,0.193,4.624,3.76E-06,2.86E-05
YAL024C,185.042,0.894,0.266,3.363,0.000770328,0.003171116
YDL166C,215.078,0.894,0.277,3.221,0.001276416,0.004867478
YLL049W,198.936,0.894,0.308,2.906,0.003659655,0.012032168
YKL073W,429.801,0.894,0.213,4.194,2.74E-05,0.000171261
YIL156W,128.996,0.895,0.301,2.977,0.002907676,0.009938368
YKL020C,351.909,0.897,0.224,3.998,6.38E-05,0.000360194
YLR413W,2738.144,0.897,0.216,4.162,3.15E-05,0.0001934
YDL160C,180.876,0.898,0.270,3.327,0.000877725,0.003546114
YPL137C,499.624,0.900,0.219,4.111,3.94E-05,0.000237033
YOR360C,1025.437,0.900,0.201,4.488,7.18E-06,5.14E-05
YJL026W,2388.620,0.901,0.179,5.031,4.88E-07,4.52E-06
YHR047C,1269.313,0.902,0.184,4.889,1.02E-06,8.96E-06
YDL229W,17531.752,0.902,0.166,5.420,5.98E-08,6.94E-07
YLR216C,1623.716,0.902,0.193,4.685,2.80E-06,2.21E-05
YHL039W,624.839,0.902,0.204,4.429,9.46E-06,6.54E-05
YDL122W,798.707,0.903,0.198,4.570,4.88E-06,3.64E-05
YPR191W,524.887,0.903,0.217,4.168,3.07E-05,0.000189185
YOR319W,237.523,0.905,0.267,3.390,0.000699072,0.002922025
YKR023W,193.946,0.906,0.292,3.106,0.001894281,0.006853692
YGR057C,191.715,0.908,0.276,3.288,0.001008011,0.003949253
YOR095C,816.796,0.909,0.201,4.514,6.36E-06,4.60E-05
YCR016W,272.898,0.909,0.300,3.032,0.002430422,0.008477636
YOR359W,377.171,0.909,0.236,3.847,0.00011963,0.000624924
YGL066W,177.548,0.911,0.272,3.342,0.000831734,0.003377873
YKL182W,2360.394,0.911,0.235,3.872,0.000107781,0.000569041
YPR020W,125.880,0.912,0.310,2.944,0.00324285,0.010872145
YHR169W,497.479,0.913,0.219,4.166,3.10E-05,0.000190495
YBR029C,463.697,0.913,0.223,4.093,4.25E-05,0.000253756
YBR257W,179.114,0.914,0.268,3.414,0.00064079,0.002709655
YFL054C,109.203,0.914,0.316,2.894,0.003806226,0.012453824
YGR204W,1796.097,0.918,0.186,4.927,8.34E-07,7.44E-06
YPR102C,6129.250,0.919,0.243,3.784,0.000154376,0.000780422
YML017W,170.485,0.919,0.287,3.204,0.001357577,0.005116082
YDR359C,212.639,0.921,0.254,3.624,0.000289524,0.001372371
YPL105C,956.459,0.921,0.201,4.590,4.43E-06,3.32E-05
YOL020W,458.036,0.921,0.211,4.356,1.32E-05,8.90E-05
YFL022C,2453.515,0.922,0.194,4.742,2.12E-06,1.72E-05
YGR218W,995.455,0.924,0.188,4.913,8.96E-07,7.96E-06
YOL076W,443.568,0.924,0.229,4.031,5.55E-05,0.000321868
YDR214W,957.470,0.925,0.197,4.695,2.66E-06,2.13E-05
YCR047C,206.362,0.925,0.278,3.324,0.000888844,0.003577745
YKL165C,374.416,0.925,0.227,4.082,4.46E-05,0.00026367
YOL121C,2664.057,0.927,0.237,3.912,9.15E-05,0.000492064
YNL163C,680.533,0.927,0.206,4.504,6.66E-06,4.79E-05
YMR293C,172.001,0.928,0.290,3.200,0.001374362,0.005172168
YKL125W,644.494,0.929,0.199,4.663,3.12E-06,2.42E-05
YNL298W,379.399,0.929,0.235,3.954,7.67E-05,0.000423106
YCL014W,206.148,0.930,0.273,3.409,0.000650939,0.0027457
YOL139C,1858.740,0.931,0.183,5.095,3.48E-07,3.34E-06
YML081W,350.925,0.932,0.224,4.165,3.12E-05,0.000191346
YIL030C,649.684,0.933,0.199,4.683,2.83E-06,2.23E-05
YDR045C,119.942,0.933,0.327,2.855,0.004299336,0.013842385
YML125C,946.851,0.933,0.200,4.660,3.16E-06,2.45E-05
YOR098C,650.665,0.933,0.220,4.248,2.16E-05,0.000137504
YER110C,1459.448,0.933,0.192,4.872,1.10E-06,9.64E-06
YMR009W,177.386,0.934,0.283,3.295,0.000983266,0.003874638
YOR326W,607.540,0.936,0.239,3.919,8.88E-05,0.000479178
YBL076C,3314.955,0.937,0.182,5.140,2.74E-07,2.68E-06
YML113W,254.777,0.937,0.264,3.555,0.000378315,0.001728806
YDL126C,2396.281,0.939,0.174,5.389,7.10E-08,8.01E-07
YGR047C,207.522,0.940,0.275,3.415,0.000638494,0.002702046
YNL156C,525.501,0.941,0.209,4.490,7.11E-06,5.10E-05
YMR207C,143.198,0.942,0.307,3.064,0.002181072,0.007736901
YDR044W,260.670,0.943,0.249,3.784,0.000154563,0.000780422
YOR001W,848.712,0.944,0.225,4.200,2.67E-05,0.00016739
YDR109C,210.589,0.944,0.284,3.323,0.000891699,0.003583931
YDR309C,217.970,0.944,0.280,3.377,0.000731729,0.003037512
YER029C,140.846,0.945,0.387,2.439,0.014726784,0.039314801
YDL003W,391.841,0.945,0.246,3.837,0.000124375,0.000644391
YOL124C,330.049,0.948,0.235,4.039,5.37E-05,0.000312744
YDL116W,817.155,0.949,0.191,4.961,7.00E-07,6.36E-06
YMR080C,716.007,0.950,0.196,4.850,1.24E-06,1.08E-05
YJL010C,445.162,0.950,0.228,4.176,2.97E-05,0.000183852
YHR042W,1332.864,0.950,0.206,4.624,3.77E-06,2.86E-05
YOL010W,566.934,0.951,0.202,4.700,2.60E-06,2.09E-05
YHR064C,3671.023,0.952,0.172,5.537,3.08E-08,3.90E-07
YJL197W,263.534,0.952,0.241,3.945,7.97E-05,0.000437755
YHR190W,1455.201,0.953,0.191,4.993,5.93E-07,5.44E-06
YOR294W,251.084,0.953,0.277,3.439,0.000582934,0.002503946
YEL031W,1297.714,0.955,0.189,5.050,4.42E-07,4.14E-06
YLR074C,301.385,0.955,0.260,3.672,0.000240207,0.001161107
YER131W,2336.754,0.958,0.225,4.266,1.99E-05,0.000127858
YLR372W,2515.437,0.958,0.174,5.493,3.96E-08,4.89E-07
YNL227C,222.820,0.958,0.304,3.156,0.001599125,0.005911966
YGR098C,234.275,0.959,0.249,3.851,0.000117868,0.000617502
YOR167C,702.395,0.960,0.215,4.463,8.09E-06,5.72E-05
YHL043W,143.722,0.961,0.305,3.151,0.001628064,0.005995213
YJL074C,130.466,0.961,0.310,3.098,0.00194737,0.007022413
YDR341C,2230.278,0.962,0.189,5.103,3.34E-07,3.22E-06
YDR377W,182.456,0.963,0.287,3.352,0.000802083,0.003284431
YGR187C,556.301,0.964,0.213,4.524,6.08E-06,4.43E-05
YHR077C,539.963,0.965,0.212,4.553,5.28E-06,3.92E-05
YBR023C,730.946,0.965,0.195,4.947,7.54E-07,6.80E-06
YGR155W,3630.654,0.965,0.174,5.558,2.73E-08,3.48E-07
YNL010W,1611.595,0.966,0.222,4.343,1.40E-05,9.38E-05
YGR208W,452.028,0.966,0.239,4.035,5.46E-05,0.000317098
YGR188C,115.626,0.968,0.317,3.057,0.002238986,0.007906239
YMR015C,1632.541,0.970,0.199,4.878,1.07E-06,9.39E-06
YNL207W,563.464,0.971,0.204,4.769,1.85E-06,1.53E-05
YMR093W,884.784,0.973,0.202,4.807,1.53E-06,1.28E-05
YNL273W,228.147,0.974,0.250,3.901,9.57E-05,0.000511827
YFL016C,272.940,0.976,0.251,3.884,0.000102931,0.000545022
YPR074C,4304.140,0.977,0.169,5.773,7.80E-09,1.11E-07
YLR325C,2230.329,0.977,0.227,4.299,1.72E-05,0.000112746
YGL255W,414.467,0.979,0.223,4.390,1.13E-05,7.73E-05
YGR281W,354.182,0.979,0.287,3.416,0.000634668,0.002694244
YDR430C,527.765,0.981,0.226,4.345,1.39E-05,9.32E-05
YLR401C,688.909,0.981,0.203,4.833,1.34E-06,1.15E-05
YLR395C,53.375,0.982,0.442,2.221,0.026319559,0.063753123
YJR132W,684.846,0.983,0.199,4.944,7.64E-07,6.86E-06
YAL049C,423.228,0.985,0.225,4.369,1.25E-05,8.46E-05
YPR016C,1173.364,0.986,0.189,5.205,1.94E-07,1.94E-06
YLR051C,246.333,0.987,0.299,3.297,0.000976996,0.003858317
YDR409W,174.007,0.987,0.274,3.599,0.000319273,0.001496732
YDR365C,638.570,0.988,0.283,3.495,0.000473936,0.002083481
YDL014W,2399.799,0.989,0.177,5.578,2.43E-08,3.13E-07
YKL021C,565.929,0.989,0.222,4.457,8.33E-06,5.87E-05
YKL016C,404.769,0.989,0.218,4.544,5.52E-06,4.07E-05
YIL019W,234.051,0.990,0.264,3.755,0.000173377,0.000864975
YHR020W,2513.526,0.990,0.173,5.717,1.08E-08,1.49E-07
YIL064W,208.658,0.991,0.292,3.394,0.000687984,0.002882323
YDR488C,77.502,0.993,0.364,2.725,0.006434437,0.019515042
YPR137W,650.516,0.994,0.204,4.860,1.18E-06,1.03E-05
YNL221C,502.663,0.994,0.209,4.754,1.99E-06,1.64E-05
YDR052C,415.897,0.995,0.226,4.399,1.09E-05,7.44E-05
YBR135W,95.410,0.995,0.338,2.948,0.00319945,0.010773133
YDR035W,961.159,0.997,0.191,5.212,1.87E-07,1.87E-06
